ID,DEP_NOM,DEP_NUM,FRANCE,FACADE,TYPE,TRANSITION,COMMUNE,POINT,LONG,LAT,QEB_2013,QEB_2014,QEB_2015,QEB_2016,QEB_2017,QEB_2018,QEB_2019,QEB_2020
"245",ARDECHE,"07",Métropole,Métropole,douce,,DEVESSET,LE LAC DE DEVESSET,4.393960000000000,45.051600000000001,5E,5E,5E,5E,5E,5E,5E,5E
"246",ARDECHE,"07",Métropole,Métropole,douce,,DORNAS,LA DORNE A LA PLAGE DE LA GANDOLE,4.345650000000000,44.850000000000001,5I,5I,5I,5I,5I,5B,5E,5N
"247",ARDECHE,"07",Métropole,Métropole,douce,,DUNIERE-SUR-EYRIEUX,L'EYRIEUX AU LIEU DIT CELAS,4.663650000000000,44.821399999999997,5B,5B,5E,5B,5B,5B,5B,5B
"248",ARDECHE,"07",Métropole,Métropole,douce,,GLUIRAS,LA GLUEYRE A LA PLAGE DE FONTUGNE,4.565540000000000,44.822400000000002,5B,5B,5B,5I,5I,5I,5I,8S
"249",ARDECHE,"07",Métropole,Métropole,douce,,JAUJAC,LE LIGNON AU LIEU DIT LA TURBINE,4.255080000000000,44.639899999999997,5N,4B,5E,5E,5E,5B,5B,5B
"250",ARDECHE,"07",Métropole,Métropole,douce,,JOYEUSE,LA BEAUME A LA PLAGE DU PETIT ROCHER,4.237310000000000,44.486400000000003,5E,4E,5E,5E,5E,5E,5E,5E
"251",ARDECHE,"07",Métropole,Métropole,douce,,LABATIE-D'ANDAURE,LE DOUX A LA PLAGE DE LABATIE,4.495960000000000,45.027000000000001,5E,5E,5E,5E,5B,5B,5B,5B
"252",ARDECHE,"07",Métropole,Métropole,douce,,LABEAUME,LA BEAUME A LA PLAGE DE PEYROCHE,4.329010000000000,44.450000000000003,5I,4S,5S,5I,5I,5I,5I,9I
"253",ARDECHE,"07",Métropole,Métropole,douce,,LABEAUME,LA BEAUME A LA PLAGE DU VILLAGE DE LABEAUME,4.307780000000000,44.448399999999999,5E,4E,5E,5E,5E,5B,5B,5B
"254",ARDECHE,"07",Métropole,Métropole,douce,,LAC-D'ISSARLES (LE),LE LAC D'ISSARLES,4.064570000000000,44.816499999999998,5E,5E,5E,5E,5E,5E,5E,5E
"255",ARDECHE,"07",Métropole,Métropole,douce,,LACHAPELLE-SOUS-CHANEAC,LA SALIOUSE A LA PLAGE LA BACHASSE,4.329810000000000,44.947400000000002,5B,5B,5B,5S,5S,5B,5B,5B
"256",ARDECHE,"07",Métropole,Métropole,douce,,LAGORCE,L'IBIE AU TROU DE LA LUNE,,,,,,,1N,5N,5N,5N
"257",ARDECHE,"07",Métropole,Métropole,douce,,LALEVADE-D'ARDECHE,L'ARDECHE A LA PLAGE DE LA CLAPE,4.325990000000000,44.651499999999999,5B,4B,5S,5B,5E,5E,5E,5B
"258",ARDECHE,"07",Métropole,Métropole,douce,,LAMASTRE,LE DOUX AU LIEU DIT LE RETOURTOUR,4.562710000000000,44.989500000000000,5S,5E,5E,5E,5B,5B,5S,9B
"259",ARDECHE,"07",Métropole,Métropole,douce,,LYAS,LE MEZAYON AU LIEU DIT LA NEUVE,4.583580000000000,44.743600000000001,5B,5B,5B,4B,5S,5B,5B,5B
"260",ARDECHE,"07",Métropole,Métropole,douce,,OLLIERES-SUR-EYRIEUX (LES),L'EYRIEUX A LA PLAGE DE LA THEOULE,4.616840000000000,44.804000000000002,5S,5B,5B,5S,5S,5S,5I,9B
"261",ARDECHE,"07",Métropole,Métropole,douce,,ROCHEPAULE,LE DOUX A LA PLAGE DE ROCHEPAULE,4.482400000000000,45.083500000000001,4E,5E,5E,5E,5E,5E,5B,8B
"262",ARDECHE,"07",Métropole,Métropole,douce,,ROSIERES,LA BEAUME A LA PLAGE DE LA TOURASSE,4.253430000000000,44.480200000000004,4I,4I,5I,5S,5S,5B,5S,9I
"263",ARDECHE,"07",Métropole,Métropole,douce,,RUOMS,L'ARDECHE AU LIEU-DIT MOULIN DU GRAZEL,,,,,,,,6N,5N,5N
"264",ARDECHE,"07",Métropole,Métropole,douce,,RUOMS,L'ARDECHE A LA PLAGE DU STADE,4.335460000000000,44.451700000000002,5E,4E,5E,5E,5E,5B,5B,5B
"265",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-FORTUNAT-SUR-EYRIEUX,L'EYRIEUX AU LIEU DIT LE PIGEONNIER,4.682080000000000,44.828499999999998,5B,5E,5E,5B,5B,5E,5B,5E
"266",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-JEAN-LE-CENTENIER,LA CLADUEGNE AU PLAN D'EAU DU CAMPING DES ARCHES,4.527500000000000,44.588799999999999,5N,5N,5B,5B,5B,5B,5S,9B
"267",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-JUST-D'ARDECHE,L'ARDECHE A LA PLAGE DU PONT CASSE,4.617480000000000,44.278599999999997,5E,4E,5E,6E,6E,6E,6E,6E
"268",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-LAURENT-LES-BAINS-LAV,LAAL-BDO'ARUNREEALLUECAMPING LE CEYTROU,,,,,,5N,5N,5N,5B,7I
"269",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-MARTIAL,LE LAC DE ST MARTIAL,4.279260000000000,44.866799999999998,5E,5E,5E,5E,5E,5E,5E,5E
"270",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-MARTIN-D'ARDECHE,L'ARDECHE A LA PLAGE DE SAUZE,4.551970000000000,44.312399999999997,5E,4E,5E,5E,5E,5E,5E,5E
"271",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-MARTIN-D'ARDECHE,L'ARDECHE A LA PLAGE DU GRAIN DE SEL,4.561380000000000,44.302500000000002,5E,4E,5E,5E,5E,5E,5E,5E
"272",ARDECHE,"07",Métropole,Métropole,douce,,SAINT-MARTIN-DE-VALAMAS,LA SALIOUSE A LA PLAGE DE ST MARTIN,4.366920000000000,44.941499999999998,5E,5E,5E,5E,5E,5E,5E,5E
"273",ARDECHE,"07",Métropole,Métropole,douce,,SALAVAS,L'ARDECHE AVAL PONT DE SALAVAS,4.394170000000000,44.395099999999999,5N,5N,5E,5E,5E,5E,5B,5B
"274",ARDECHE,"07",Métropole,Métropole,douce,,SAMPZON,L'ARDECHE A LA PLAGE DE SAMPZON,4.354680000000000,44.426499999999997,5E,4E,5E,5E,5E,5E,5E,5E
"275",ARDECHE,"07",Métropole,Métropole,douce,,SOUCHE (LA),LE LIGNON A LA PLAGE COMMUNALE,4.197970000000000,44.629899999999999,5B,4E,5E,5E,5E,5E,5E,5E
"276",ARDECHE,"07",Métropole,Métropole,douce,,THUEYTS,L'ARDECHE AU PONT DU DIABLE,4.221380000000000,44.671300000000002,5S,5E,5E,5E,5E,5E,5E,5E
"277",ARDECHE,"07",Métropole,Métropole,douce,,VALLEES-D'ANTRAIGUES-ASPER,JLOECMAS AU PLAN D'EAU DU PAL,4.359630000000000,44.720399999999998,5B,5B,5B,5E,5E,5E,5B,6E
"278",ARDECHE,"07",Métropole,Métropole,douce,,VALLON-PONT-D'ARC,L'ARDECHE AMONT PONT D'ARC,4.414410000000000,44.381799999999998,,,5N,5N,5B,5B,5S,9S
"279",ARDECHE,"07",Métropole,Métropole,douce,,VALLON-PONT-D'ARC,L'ARDECHE AU LIEU DIT LES TUNNELS,4.406330000000000,44.389000000000003,5B,4E,5E,5E,5E,5E,5B,5B
"280",ARDECHE,"07",Métropole,Métropole,douce,,VALLON-PONT-D'ARC,L'ARDECHE AVAL PONT D'ARC,4.415980000000000,44.382399999999997,5S,4S,5S,5B,5I,5I,5S,9S
"281",ARDECHE,"07",Métropole,Métropole,douce,,VANS (LES),LE CHASSEZAC AU MALPAS CORNILLON,4.183240000000000,44.408700000000003,5B,4B,5B,5B,5E,5E,5E,5E
"282",ARDECHE,"07",Métropole,Métropole,douce,,VERNOUX-EN-VIVARAIS,LE LAC AUX RAMIERS,4.655270000000000,44.896700000000003,,5N,5N,5B,5B,5E,5B,5E
"283",ARDECHE,"07",Métropole,Métropole,douce,,VOGUE,L'ARDECHE A LA PLAGE DU VIEUX PONT,4.412880000000000,44.549500000000002,5I,4I,5S,5S,5B,5B,5S,7S
"284",ARDENNES,"08",Métropole,Métropole,douce,,GIVET,BAIGNADE,4.826100000000000,50.145400000000002,5E,0P,,0N,,,,
"285",ARDENNES,"08",Métropole,Métropole,douce,,BAIRON ET SES ENVIRONS,LAC DE BAIRON,4.783090000000000,49.526100000000000,6E,7E,5E,6E,6E,6E,9E,5E
"286",ARDENNES,"08",Métropole,Métropole,douce,,BUZANCY,LA SAMARITAINE,4.941260000000000,49.425100000000000,5E,6E,5E,6E,6N,2P,6E,5E
"287",ARDENNES,"08",Métropole,Métropole,douce,,CHARLEVILLE-MEZIERES,LA WARENNE,4.684460000000000,49.759999999999998,5E,5E,5E,5E,5E,6E,6B,5B
"288",ARDENNES,"08",Métropole,Métropole,douce,,DOUZY,LE LAC,5.048010000000000,49.661799999999999,6E,5E,5E,6E,5E,6E,9E,5E
"289",ARDENNES,"08",Métropole,Métropole,douce,,MAZURES (LES),LES VIEILLES FORGES,4.605560000000000,49.871299999999998,6E,6E,5E,6E,5E,6B,7B,4B
"290",ARDENNES,"08",Métropole,Métropole,douce,,SEDAN,NOUVELLE BAIGNADE DE SEDAN,4.947070000000000,49.688099999999999,25E,5E,5E,5E,5E,5E,5E,5E
"291",ARDENNES,"08",Métropole,Métropole,douce,,SIGNY-LE-PETIT,ETANG LAMOTTE,4.298730000000000,49.917499999999997,5E,5E,5E,5E,5E,6E,6E,5E
"292",ARIEGE,"09",Métropole,Métropole,douce,,BASTIDE-DE-SEROU (LA),PLAN D'EAU MONDELY,1.437810000000000,43.050500000000000,5B,5E,5E,5E,5E,5E,5E,5E
"293",ARIEGE,"09",Métropole,Métropole,douce,,CARLA-BAYLE,CARLA-BAYLE PLAN D'EAU,1.382380000000000,43.149900000000002,5E,5E,5E,5E,5E,5E,5E,5E
"294",ARIEGE,"09",Métropole,Métropole,douce,,LERAN,LAC DE MONTBEL COTE LERAN,1.938400000000000,42.981800000000000,5E,5E,5E,5E,5E,5E,5E,5E
"295",ARIEGE,"09",Métropole,Métropole,douce,,MONTBEL,LAC DE MONTBEL COTE MONTBEL,1.970480000000000,42.977899999999998,5P,5P,5E,5E,5E,5E,5E,5E
"296",ARIEGE,"09",Métropole,Métropole,douce,,SAINTE-CROIX-VOLVESTRE,LAC DE STE CROIX VOLVESTRE,1.178530000000000,43.123199999999997,5E,2P,5E,5P,5P,5E,5E,5E
"297",ARIEGE,"09",Métropole,Métropole,douce,,SAINT-YBARS,LAC DE SAINT YBARS,1.379700000000000,43.235900000000001,5N,5P,5E,5E,5E,,5E,5E
"298",ARIEGE,"09",Métropole,Métropole,douce,,SAVERDUN,SAS Petit baigneur AQUAPLAYPARK,,,,,,,,,,5N
"299",AUBE,"10",Métropole,Métropole,douce,,CHAPPES,CHAPPES,4.246900000000000,48.167600000000000,5B,5B,4B,5B,4E,5B,6E,10B
"300",AUBE,"10",Métropole,Métropole,douce,,CLEREY,CLEREY LES TERRES ROUGES,4.166810000000000,48.200099999999999,5E,4E,5E,5E,4E,6E,2P,3P
