Passage : Commentaire;Lieu de surveillance : Identifiant;Lieu de surveillance : Mnémonique;Lieu de surveillance : Libellé;Passage : Date;Coordonnées passage : Coordonnées minx;Coordonnées passage : Coordonnées maxx;Coordonnées passage : Coordonnées miny;Coordonnées passage : Coordonnées maxy;Coordonnées passage : Coordonnées redéfinies;Prélèvement : Commentaire;Libellé de l'engin de prélévement;Prélèvement : Niveau;Prélèvement : Immersion;Prélèvement : Immersion Min;Prélèvement : Immersion Max;Prélèvement : Symbole de l'unité d'immersion;Prélèvement : Unité d'immersion;Echantillon : Commentaire;Echantillon : Identifiant interne;Echantillon : Libellé du support;Echantillon : Libellé du taxon support;Résultat : Code paramètre;Résultat : Libellé paramètre;Résultat : Libellé support;Résultat : Libellé fraction;Résultat : Libellé méthode;Résultat : Libellé précision;Résultat : Valeur de la mesure;Résultat : Valeur qualitative;Résultat : Symbole unité de mesure associé au quadruplet;Résultat : Libellé unité de mesure associé au quadruplet;Résultat : Commentaires;Résultat : Service analyste : Libellé;Passage : Date de validation;Passage : Date de qualification;Passage : Niveau de qualité;Passage : Commentaire de qualification;Prélèvement : Date de validation;Prélèvement : Date de qualification;Prélèvement : Niveau de qualité;Prélèvement : Commentaire de qualification;Echantillon : Date de validation;Echantillon : Date de qualification;Echantillon : Niveau de qualité;Echantillon : Commentaire de qualification;Résultat : Date de validation;Résultat : Date de qualification;Résultat : Niveau de qualité;Résultat : Commentaire de qualification;Prélèvement : Service préleveur : Code;Prélèvement : Service préleveur : Libellé
;2003019;002-P-024;Parc 10 n;19/05/2009;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60091040;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;;5.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;15/03/2010;;Non qualifié;;05/01/2016;;Non qualifié;;15/03/2010;;Non qualifié;;14/03/2017;;Non qualifié;;PDG-ODE-LITTORAL-LERBL;Laboratoire Environnement Ressources de Boulogne-sur-Mer
;2003019;002-P-024;Parc 10 n;02/06/2010;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60160443;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire environnement ressources Finistère-Bretagne Nord;16/02/2012;;Non qualifié;;05/01/2016;;Non qualifié;;16/02/2012;;Non qualifié;;16/02/2012;;Non qualifié;;PDG-ODE-LITTORAL-LERBL;Laboratoire Environnement Ressources de Boulogne-sur-Mer
;2003019;002-P-024;Parc 10 n;28/06/2010;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60155979;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire environnement ressources Finistère-Bretagne Nord;16/02/2012;;Non qualifié;;05/01/2016;;Non qualifié;;16/02/2012;;Non qualifié;;16/02/2012;;Non qualifié;;PDG-ODE-LITTORAL-LERBL;Laboratoire Environnement Ressources de Boulogne-sur-Mer
;2003019;002-P-024;Parc 10 n;08/07/2010;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60160444;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire environnement ressources Finistère-Bretagne Nord;16/02/2012;;Non qualifié;;05/01/2016;;Non qualifié;;16/02/2012;;Non qualifié;;16/02/2012;;Non qualifié;;PDG-ODE-LITTORAL-LERBL;Laboratoire Environnement Ressources de Boulogne-sur-Mer
;2003019;002-P-024;Parc 10 n;30/05/2011;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60280882;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;16/07/2012;;Non qualifié;;05/01/2016;;Non qualifié;;;;Non qualifié;;;;Non qualifié;;PDG-ODE-LITTORAL-LERBL;Laboratoire Environnement Ressources de Boulogne-sur-Mer
;2003019;002-P-024;Parc 10 n;06/06/2011;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60280885;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;16/07/2012;;Non qualifié;;05/01/2016;;Non qualifié;;16/07/2012;;Non qualifié;;16/07/2012;;Non qualifié;;PDG-ODE-LITTORAL-LERBL;Laboratoire Environnement Ressources de Boulogne-sur-Mer
;2003019;002-P-024;Parc 10 n;17/05/2016;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60640832;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;ANSES LNRBM-ASP 01 - mg/kg;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Agro-Vétérinaire 76;;;Non qualifié;;;;Non qualifié;;;;Non qualifié;;;;Non qualifié;;CRPMEM-NPCP;CRPMEM du Nord Pas de Calais Picardie
;2003019;002-P-024;Parc 10 n;26/05/2016;1.598658956;1.598658956;50.76346629;50.76346629;0;;Main ;Emergé;0;;;m;Mètre;;60640945;Bivalve;Mytilus edulis;ASP;Toxines ASP;Bivalve;Chair totale égouttée;ANSES LNRBM-ASP 01 - mg/kg;Inf. LQ;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Agro-Vétérinaire 76;10/06/2016;;Non qualifié;;10/06/2016;;Non qualifié;;10/06/2016;;Non qualifié;;10/06/2016;;Non qualifié;;CRPMEM-NPCP;CRPMEM du Nord Pas de Calais Picardie
;6013017;003-P-020;Extérieur gisement baie de Seine;19/09/2006;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5352894;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;20/09/2006;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5352895;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.15;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;31/10/2007;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5375230;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;15/02/2008;;Non qualifié;;15/02/2008;;Non qualifié;;15/02/2008;;Non qualifié;;15/02/2008;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;13/11/2007;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5375232;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;12/12/2007;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5375218;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;18/12/2007;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5375221;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;;2.4;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;17/01/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5376418;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;14/02/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5377581;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;07/03/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5378050;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;09/04/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5380498;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;24/04/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;5381109;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;30/10/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60016380;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;07/09/2009;;Non qualifié;;07/09/2009;;Non qualifié;;07/09/2009;;Non qualifié;;07/09/2009;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;15/11/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60016400;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;27/11/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60016403;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressources de Bretagne Occidentale;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;09/12/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60016420;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;16/12/2008;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60016422;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;12/03/2009;0.633333333;0.633333333;49.68333333;49.68333333;1;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60028045;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;24/03/2009;0.61666667;0.61666667;49.55;49.55;1;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60027904;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;06/04/2009;0.298061667;0.298061667;50.19623333;50.19623333;1;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60032061;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;06/04/2009;0.015278333;0.015278333;50.33980833;50.33980833;1;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60032041;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;21/04/2009;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60032554;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;21/04/2009;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60032557;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;04/05/2009;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60033078;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;04/05/2009;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60033241;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;29/03/2010;-0.668023749;-0.668023749;49.6657427;49.6657427;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60101857;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;6013017;003-P-020;Extérieur gisement baie de Seine;28/03/2011;0.31666667;0.31666667;50.23333333;50.23333333;1;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60223532;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;;;Non qualifié;;;;Non qualifié;;;;Non qualifié;;;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;08/02/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60022821;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;24/02/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60022801;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;10/04/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60032081;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;21/04/2009;-0.705333333;-0.705333333;50.16183333;50.16183333;1;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60033068;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;0.2;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;15/05/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60034241;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;;1.1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;02/12/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60073217;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;;1.1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;09/12/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60077781;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;;1.3;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;22/12/2009;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60082400;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;;1.3;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;06/01/2010;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60085345;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;14/03/2017;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;17/02/2010;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60094269;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
;60001841;003-P-031;Dieppe large;16/03/2010;0.85;0.85;50.2;50.2;0;;Dragues (non spécifiées) ;Fond/sonde-1m;40;;;m;Mètre;;60099160;Bivalve;Pecten maximus;ASP;Toxines ASP;Bivalve;Chair totale égouttée;CL/UV toxines amnésiantes - mg/kg;< valeur;1;;mg.kg-1;Milligramme par kilogramme;;Laboratoire Environnement Ressource Provence Azur Corse - Toulon;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;05/01/2016;;Non qualifié;;07/01/2016;;Non qualifié;;PRO;Professionnel
