code_region;nom_de_la_region;code_departement;code_arrondissement;code_canton;code_commune;nom_de_la_commune;population_municipale;population_comptee_a_part;population_totale;annee_recensement;annee_utilisation;code_insee;superficie;statut;code_insee_commune;nom_com;nom_dep;nom_reg;epci;code_epci;libepci
32;Hauts-de-France;59;5;18;437;Noyelles-lès-Seclin;872;13;885;2015;2018;59437;2.42;Commune;59437;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;523;Sainghin-en-Mélantois;2615;25;2640;2015;2018;59523;10.58;Commune;59523;Sainghin-en-Mélantois;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;653;Wavrin;7656;77;7733;2015;2018;59653;13.57;Commune;59653;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;173;Deûlémont;1682;20;1702;2014;2017;59173;9.96;Commune;59173;Deûlémont;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;202;Erquinghem-Lys;4928;43;4971;2014;2017;59202;9.2;Commune;59202;Erquinghem-Lys;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;252;Frelinghien;2400;23;2423;2014;2017;59252;11.29;Commune;59252;Frelinghien;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;328;Lambersart;28128;389;28517;2014;2017;59328;6.07;Commune;59328;Lambersart;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;24;378;Marcq-en-Barœul;39291;955;40246;2014;2017;59378;14.01;Commune;59378;Marcq-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;28;566;Sequedin;4567;26;4593;2014;2017;59566;3.97;Commune;59566;Sequedin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;20;106;Bouvines;703;21;724;2012;2015;59106;2.73;Commune;59106;Bouvines;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;553;Santes;5697;77;5774;2012;2015;59553;7.52;Commune;59553;Santes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;85;560;Seclin;12479;149;12628;2012;2015;59560;17.44;Commune;59560;Seclin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;056;Beaucamps-Ligny;866;34;900;2013;2016;59056;5.06;Commune;59056;Beaucamps-Ligny;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;23;386;Marquette-lez-Lille;10196;69;10265;2013;2016;59386;4.81;Commune;59386;Marquette-lez-Lille;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;566;Sequedin;4443;26;4469;2013;2016;59566;3.97;Commune;59566;Sequedin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;143;La Chapelle-d'Armentières;8390;86;8476;2012;2015;59143;10.74;Commune;59143;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;07;303;Herlies;2225;39;2264;2012;2015;59303;7.08;Commune;59303;Herlies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;95;512;Roubaix;94536;646;95182;2012;2015;59512;13.21;Commune;59512;Roubaix;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;18;220;Faches-Thumesnil;17497;122;17619;2013;2016;59220;4.6;Commune;59220;Faches-Thumesnil;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;257;Fromelles;876;10;886;2013;2016;59257;8.69;Commune;59257;Fromelles;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;37;279;Halluin;20915;184;21099;2013;2016;59279;12.67;Commune;59279;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;37;426;Neuville-en-Ferrain;10294;87;10381;2013;2016;59426;6.2;Commune;59426;Neuville-en-Ferrain;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;22;611;Verlinghem;2303;48;2351;2013;2016;59611;10.15;Commune;59611;Verlinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;02;005;Allennes-les-Marais;3413;47;3460;2015;2018;59005;5.64;Commune;59005;;;;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;36;044;Baisieux;4735;51;4786;2015;2018;59044;8.68;Commune;59044;Baisieux;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;252;Frelinghien;2420;24;2444;2015;2018;59252;11.29;Commune;59252;Frelinghien;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;303;Herlies;2378;27;2405;2015;2018;59303;7.08;Commune;59303;Herlies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;26;346;Lezennes;3117;29;3146;2015;2018;59346;2.14;Commune;59346;Lezennes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;24;421;Mouvaux;13128;196;13324;2015;2018;59421;4.21;Commune;59421;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;99;599;Tourcoing;96809;634;97443;2015;2018;59599;15.19;Commune;59599;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;352;Linselles;8356;99;8455;2016;2019;59352;11.85;Commune;59352;Linselles;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;23;527;Saint-André-lez-Lille;12293;136;12429;2016;2019;59527;3.19;Commune;59527;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;23;636;Wambrechies;10539;87;10626;2016;2019;59636;15.52;Commune;59636;Wambrechies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;005;Allennes-les-Marais;3417;45;3462;2014;2017;59005;5.64;Commune;59005;;;;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;28;201;Erquinghem-le-Sec;566;10;576;2014;2017;59201;1.79;Commune;59201;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;18;437;Noyelles-lès-Seclin;866;13;879;2014;2017;59437;2.42;Commune;59437;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;23;527;Saint-André-lez-Lille;12016;148;12164;2014;2017;59527;3.19;Commune;59527;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;99;599;Tourcoing;95329;636;95965;2014;2017;59599;15.19;Commune;59599;;;;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;044;Baisieux;4611;38;4649;2013;2016;59044;8.68;Commune;59044;Baisieux;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;195;Englos;561;8;569;2013;2016;59195;1.3;Commune;59195;Englos;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;24;378;Marcq-en-Baroeul;39392;933;40325;2013;2016;59378;14.01;Commune;59378;Marcq-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;128;Capinghem;1670;27;1697;2012;2015;59128;1.84;Commune;59128;Capinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;57;133;Carnin;960;21;981;2012;2015;59133;2.34;Commune;59133;Carnin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
31;Nord-Pas-de-Calais;59;5;33;275;Gruson;1146;46;1192;2012;2015;59275;3.13;Commune;59275;Gruson;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;51;356;Lompret;2300;55;2355;2012;2015;59356;3.13;Commune;59356;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;74;487;Radinghem-en-Weppes;1339;34;1373;2012;2015;59487;6.77;Commune;59487;;;;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;38;636;Wambrechies;9665;119;9784;2012;2015;59636;15.52;Commune;59636;Wambrechies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;33;339;Leers;9497;67;9564;2014;2017;59339;5.5;Commune;59339;Leers;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;23;368;La Madeleine;22248;225;22473;2014;2017;59368;2.69;Commune;59368;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;37;508;Roncq;13534;148;13682;2014;2017;59508;10.65;Commune;59508;Roncq;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;28;208;Escobecques;299;10;309;2016;2019;59208;1.84;Commune;59208;Escobecques;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;256;Fretin;3379;25;3404;2016;2019;59256;13.33;Commune;59256;Fretin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;299;Hem;18914;178;19092;2016;2019;59299;9.69;Commune;59299;Hem;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;320;Illies;1546;10;1556;2016;2019;59320;8.03;Commune;59320;Illies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;360;Loos;22076;363;22439;2016;2019;59360;6.9;Commune;59360;Loos;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;457;Pérenchies;8366;43;8409;2016;2019;59457;3.05;Commune;59457;Pérenchies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;332;Lannoy;1766;8;1774;2015;2018;59332;0.17;Commune;59332;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;33;339;Leers;9620;70;9690;2015;2018;59339;5.5;Commune;59339;Leers;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;352;Linselles;8342;104;8446;2015;2018;59352;11.85;Commune;59352;Linselles;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;524;Sainghin-en-Weppes;5641;59;5700;2015;2018;59524;7.81;Commune;59524;Sainghin-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;646;Wasquehal;20963;252;21215;2015;2018;59646;6.9;Commune;59646;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;128;Capinghem;2354;22;2376;2015;2018;59128;1.84;Commune;59128;Capinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;598;Toufflers;3902;21;3923;2015;2018;59598;2.43;Commune;59598;Toufflers;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;193;Emmerin;3189;26;3215;2014;2017;59193;4.99;Commune;59193;Emmerin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;18;316;Houplin-Ancoisne;3480;38;3518;2013;2016;59316;6.49;Commune;59316;Houplin-Ancoisne;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;04;317;Houplines;7870;130;8000;2013;2016;59317;11.41;Commune;59317;Houplines;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;04;470;Prémesques;2220;16;2236;2013;2016;59470;5.08;Commune;59470;Prémesques;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;18;609;Vendeville;1692;13;1705;2013;2016;59609;2.58;Commune;59609;Vendeville;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;61;508;Roncq;13366;156;13522;2012;2015;59508;10.65;Commune;59508;Roncq;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;23;636;Wambrechies;10162;83;10245;2015;2018;59636;15.52;Commune;59636;Wambrechies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;025;Aubers;1610;19;1629;2016;2019;59025;10.09;Commune;59025;;;;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;36;106;Bouvines;691;15;706;2016;2019;59106;2.73;Commune;59106;Bouvines;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;33;339;Leers;9546;75;9621;2016;2019;59339;5.5;Commune;59339;Leers;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;585;Templemars;3356;26;3382;2016;2019;59585;4.61;Commune;59585;Templemars;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;088;Bois-Grenier;1603;22;1625;2016;2019;59088;7.47;Commune;59088;Bois-Grenier;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;26;346;Lezennes;3143;24;3167;2016;2019;59346;2.14;Commune;59346;Lezennes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;658;Wicres;475;7;482;2016;2019;59658;2.79;Commune;59658;;;;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;70;090;Bondues;9828;186;10014;2012;2015;59090;13.06;Commune;59090;Bondues;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;202;Erquinghem-Lys;4734;41;4775;2012;2015;59202;9.2;Commune;59202;Erquinghem-Lys;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;40;346;Lezennes;3135;25;3160;2012;2015;59346;2.14;Commune;59346;Lezennes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;78;585;Templemars;3170;41;3211;2012;2015;59585;4.61;Commune;59585;Templemars;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;670;Don;1356;15;1371;2013;2016;59670;2.29;Commune;59670;Don;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;320;Illies;1409;23;1432;2013;2016;59320;8.03;Commune;59320;Illies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;371;Le Maisnil;637;20;657;2013;2016;59371;3.55;Commune;59371;Le Maisnil;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;37;508;Roncq;13524;152;13676;2013;2016;59508;10.65;Commune;59508;Roncq;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;23;636;Wambrechies;9854;81;9935;2013;2016;59636;15.52;Commune;59636;Wambrechies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;02;133;Carnin;961;17;978;2014;2017;59133;2.34;Commune;59133;Carnin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;02;320;Illies;1391;23;1414;2014;2017;59320;8.03;Commune;59320;Illies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;352;Linselles;8328;116;8444;2014;2017;59352;11.85;Commune;59352;Linselles;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;281;Hantay;1284;12;1296;2015;2018;59281;2.12;Commune;59281;Hantay;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;286;Haubourdin;14804;131;14935;2015;2018;59286;5.48;Commune;59286;Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;470;Prémesques;2165;22;2187;2015;2018;59470;5.08;Commune;59470;Prémesques;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;23;527;Saint-André-lez-Lille;12336;135;12471;2015;2018;59527;3.19;Commune;59527;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;560;Seclin;12645;100;12745;2015;2018;59560;17.44;Commune;59560;Seclin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;009;Villeneuve-d'Ascq;61920;779;62699;2015;2018;59009;27.56;Commune;59009;Villeneuve-d'Ascq;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;247;Forest-sur-Marque;1453;17;1470;2014;2017;59247;1.05;Commune;59247;Forest-sur-Marque;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;643;Warneton;230;2;232;2014;2017;59643;4.16;Commune;59643;Warneton;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;011;Annœullin;10490;107;10597;2016;2019;59011;8.94;Commune;59011;Annœullin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;24;421;Mouvaux;13326;200;13526;2016;2019;59421;4.21;Commune;59421;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;37;508;Roncq;13475;105;13580;2016;2019;59508;10.65;Commune;59508;Roncq;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;553;Santes;5768;53;5821;2016;2019;59553;7.52;Commune;59553;Santes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;051;La Bassée;6469;57;6526;2015;2018;59051;3.56;Commune;59051;La Bassée;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;257;Fromelles;906;11;917;2015;2018;59257;8.69;Commune;59257;Fromelles;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;22;328;Lambersart;27517;402;27919;2015;2018;59328;6.07;Commune;59328;Lambersart;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;33;013;Anstaing;1339;14;1353;2012;2015;59013;2.3;Commune;59013;Anstaing;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;74;278;Hallennes-lez-Haubourdin;3975;31;4006;2012;2015;59278;4.43;Commune;59278;Hallennes-lez-Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;07;281;Hantay;1148;16;1164;2012;2015;59281;2.12;Commune;59281;Hantay;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;286;Haubourdin;14498;125;14623;2012;2015;59286;5.48;Commune;59286;Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;368;La Madeleine;22520;277;22797;2012;2015;59368;2.69;Commune;59368;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;54;646;Wasquehal;20536;242;20778;2012;2015;59646;6.9;Commune;59646;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;256;Fretin;3353;26;3379;2013;2016;59256;13.33;Commune;59256;Fretin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;275;Gruson;1145;34;1179;2013;2016;59275;3.13;Commune;59275;Gruson;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;13;299;Hem;18721;180;18901;2013;2016;59299;9.69;Commune;59299;Hem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;02;025;Aubers;1562;17;1579;2014;2017;59025;10.09;Commune;59025;;;;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;28;056;Beaucamps-Ligny;857;22;879;2015;2018;59056;5.06;Commune;59056;Beaucamps-Ligny;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;320;Illies;1469;10;1479;2015;2018;59320;8.03;Commune;59320;Illies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;371;Le Maisnil;643;20;663;2015;2018;59371;3.55;Commune;59371;Le Maisnil;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;23;386;Marquette-lez-Lille;10424;72;10496;2016;2019;59386;4.81;Commune;59386;Marquette-lez-Lille;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;660;Willems;3014;42;3056;2016;2019;59660;5.86;Commune;59660;Willems;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;07;320;Illies;1409;23;1432;2012;2015;59320;8.03;Commune;59320;Illies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;78;437;Noyelles-lès-Seclin;863;17;880;2012;2015;59437;2.42;Commune;59437;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;33;660;Willems;3045;27;3072;2012;2015;59660;5.86;Commune;59660;Willems;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;005;Allennes-les-Marais;3387;46;3433;2013;2016;59005;5.64;Commune;59005;;;;245901061;245901061;CC de la Haute Deûle
31;Nord-Pas-de-Calais;59;5;22;328;Lambersart;28491;345;28836;2013;2016;59328;6.07;Commune;59328;Lambersart;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;40;598;Toufflers;3961;22;3983;2013;2016;59598;2.43;Commune;59598;Toufflers;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;28;566;Sequedin;4700;25;4725;2016;2019;59566;3.97;Commune;59566;Sequedin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;044;Baisieux;4720;42;4762;2014;2017;59044;8.68;Commune;59044;Baisieux;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;128;Capinghem;2073;31;2104;2014;2017;59128;1.84;Commune;59128;Capinghem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;317;Houplines;7891;130;8021;2014;2017;59317;11.41;Commune;59317;Houplines;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;18;560;Seclin;12557;111;12668;2014;2017;59560;17.44;Commune;59560;Seclin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;40;009;Villeneuve-d'Ascq;62869;863;63732;2014;2017;59009;27.56;Commune;59009;Villeneuve-d'Ascq;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;13;646;Wasquehal;21343;240;21583;2014;2017;59646;6.9;Commune;59646;;;;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;658;Wicres;424;3;427;2013;2016;59658;2.79;Commune;59658;;;;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;02;250;Fournes-en-Weppes;2183;131;2314;2015;2018;59250;8.37;Commune;59250;Fournes-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;457;Pérenchies;8307;44;8351;2015;2018;59457;3.05;Commune;59457;Pérenchies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;40;220;Faches-Thumesnil;17476;146;17622;2012;2015;59220;4.6;Commune;59220;Faches-Thumesnil;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;78;316;Houplin-Ancoisne;3464;36;3500;2012;2015;59316;6.49;Commune;59316;Houplin-Ancoisne;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;62;426;Neuville-en-Ferrain;10280;88;10368;2012;2015;59426;6.2;Commune;59426;Neuville-en-Ferrain;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;51;457;Pérenchies;8289;59;8348;2012;2015;59457;3.05;Commune;59457;Pérenchies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;51;656;Wervicq-Sud;5005;68;5073;2012;2015;59656;5.03;Commune;59656;Wervicq-Sud;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;04;173;Deûlémont;1680;20;1700;2016;2019;59173;9.96;Commune;59173;Deûlémont;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;252;Frelinghien;2402;24;2426;2016;2019;59252;11.29;Commune;59252;Frelinghien;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;74;195;Englos;562;7;569;2012;2015;59195;1.3;Commune;59195;Englos;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
