code_region;nom_de_la_region;code_departement;code_arrondissement;code_canton;code_commune;nom_de_la_commune;population_municipale;population_comptee_a_part;population_totale;annee_recensement;annee_utilisation;code_insee;superficie;statut;code_insee_commune;nom_com;nom_dep;nom_reg;epci;code_epci;libepci
31;Nord-Pas-de-Calais;59;5;48;256;Fretin;3340;24;3364;2012;2015;59256;13.33;Commune;59256;Fretin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;78;343;Lesquin;6690;60;6750;2012;2015;59343;8.52;Commune;59343;Lesquin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;37;508;Roncq;13657;138;13795;2015;2018;59508;10.65;Commune;59508;Roncq;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;656;Wervicq-Sud;5414;51;5465;2015;2018;59656;5.03;Commune;59656;Wervicq-Sud;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;04;088;Bois-Grenier;1538;20;1558;2013;2016;59088;7.47;Commune;59088;Bois-Grenier;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;24;090;Bondues;9904;195;10099;2013;2016;59090;13.06;Commune;59090;Bondues;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;250;Fournes-en-Weppes;2145;125;2270;2013;2016;59250;8.37;Commune;59250;Fournes-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;98;512;Roubaix;95866;664;96530;2013;2016;59512;13.21;Commune;59512;Roubaix;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;28;278;Hallennes-lez-Haubourdin;4040;28;4068;2014;2017;59278;4.43;Commune;59278;Hallennes-lez-Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;356;Lompret;2310;55;2365;2014;2017;59356;3.13;Commune;59356;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;28;360;Loos;20720;310;21030;2014;2017;59360;6.9;Commune;59360;Loos;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;13;299;Hem;19114;183;19297;2014;2017;59299;9.69;Commune;59299;Hem;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;388;Marquillies;1979;37;2016;2014;2017;59388;6.82;Commune;59388;Marquillies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;23;636;Wambrechies;10008;83;10091;2014;2017;59636;15.52;Commune;59636;Wambrechies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;653;Wavrin;7661;77;7738;2014;2017;59653;13.57;Commune;59653;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;24;090;Bondues;9999;176;10175;2015;2018;59090;13.06;Commune;59090;Bondues;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;24;090;Bondues;10046;179;10225;2016;2019;59090;13.06;Commune;59090;Bondues;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;388;Marquillies;1986;25;2011;2016;2019;59388;6.82;Commune;59388;Marquillies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;602;Tressin;1407;33;1440;2016;2019;59602;1.91;Commune;59602;Tressin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;36;106;Bouvines;701;17;718;2013;2016;59106;2.73;Commune;59106;Bouvines;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;22;352;Linselles;8192;114;8306;2013;2016;59352;11.85;Commune;59352;Linselles;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;24;421;Mouvaux;13309;231;13540;2013;2016;59421;4.21;Commune;59421;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;33;650;Wattrelos;41522;273;41795;2013;2016;59650;13.57;Commune;59650;Wattrelos;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;57;670;Don;1372;14;1386;2012;2015;59670;2.29;Commune;59670;Don;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;193;Emmerin;3210;34;3244;2012;2015;59193;4.99;Commune;59193;Emmerin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;74;196;Ennetières-en-Weppes;1260;12;1272;2012;2015;59196;10.57;Commune;59196;Ennetières-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;78;609;Vendeville;1673;13;1686;2012;2015;59609;2.58;Commune;59609;Vendeville;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;18;220;Faches-Thumesnil;17381;105;17486;2015;2018;59220;4.6;Commune;59220;Faches-Thumesnil;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;278;Hallennes-lez-Haubourdin;4144;31;4175;2015;2018;59278;4.43;Commune;59278;Hallennes-lez-Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;37;279;Halluin;20662;160;20822;2015;2018;59279;12.67;Commune;59279;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;360;Loos;21442;332;21774;2015;2018;59360;6.9;Commune;59360;Loos;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;487;Radinghem-en-Weppes;1368;21;1389;2015;2018;59487;6.77;Commune;59487;;;;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;36;146;Chéreng;2976;51;3027;2013;2016;59146;4.2;Commune;59146;Chéreng;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;196;Ennetières-en-Weppes;1275;13;1288;2013;2016;59196;10.57;Commune;59196;Ennetières-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;208;Escobecques;302;8;310;2013;2016;59208;1.84;Commune;59208;Escobecques;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;04;252;Frelinghien;2419;22;2441;2013;2016;59252;11.29;Commune;59252;Frelinghien;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;40;522;Sailly-lez-Lannoy;1704;37;1741;2013;2016;59522;4.46;Commune;59522;Sailly-lez-Lannoy;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;24;090;Bondues;9952;174;10126;2014;2017;59090;13.06;Commune;59090;Bondues;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;18;316;Houplin-Ancoisne;3492;39;3531;2014;2017;59316;6.49;Commune;59316;Houplin-Ancoisne;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;25;410;Mons-en-Barœul;21231;174;21405;2014;2017;59410;2.9;Commune;59410;Mons-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;18;609;Vendeville;1679;13;1692;2014;2017;59609;2.58;Commune;59609;Vendeville;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;57;005;Allennes-les-Marais;3357;42;3399;2012;2015;59005;5.64;Commune;59005;;;;245901061;245901061;CC de la Haute Deûle
31;Nord-Pas-de-Calais;59;5;07;051;La Bassée;6413;53;6466;2012;2015;59051;3.56;Commune;59051;La Bassée;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;28;056;Beaucamps-Ligny;857;22;879;2016;2019;59056;5.06;Commune;59056;Beaucamps-Ligny;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;152;Comines;12369;99;12468;2016;2019;59152;16.07;Commune;59152;Comines;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;648;Wattignies;14485;180;14665;2016;2019;59648;6.3;Commune;59648;Wattignies;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;013;Anstaing;1375;15;1390;2014;2017;59013;2.3;Commune;59013;Anstaing;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;017;Armentières;25362;384;25746;2014;2017;59017;6.23;Commune;59017;Armentières;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;28;208;Escobecques;300;8;308;2014;2017;59208;1.84;Commune;59208;Escobecques;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;482;Quesnoy-sur-Deûle;6853;85;6938;2014;2017;59482;14.49;Commune;59482;Quesnoy-sur-Deûle;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;04;143;La Chapelle-d'Armentières;8432;90;8522;2016;2019;59143;10.74;Commune;59143;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;524;Sainghin-en-Weppes;5640;60;5700;2016;2019;59524;7.81;Commune;59524;Sainghin-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;196;Ennetières-en-Weppes;1302;20;1322;2015;2018;59196;10.57;Commune;59196;Ennetières-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;33;650;Wattrelos;41264;228;41492;2015;2018;59650;13.57;Commune;59650;Wattrelos;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;57;052;Bauvin;5288;52;5340;2012;2015;59052;3.9;Commune;59052;Bauvin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
31;Nord-Pas-de-Calais;59;5;92;350;Lille;228652;6532;235184;2012;2015;59350;34.98;Commune;59350;Lille;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;74;371;Le Maisnil;628;22;650;2012;2015;59371;3.55;Commune;59371;Le Maisnil;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;02;133;Carnin;948;21;969;2013;2016;59133;2.34;Commune;59133;Carnin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
31;Nord-Pas-de-Calais;59;5;02;550;Salomé;2974;12;2986;2013;2016;59550;5.33;Commune;59550;Salomé;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;99;599;Tourcoing;93974;663;94637;2013;2016;59599;15.19;Commune;59599;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;07;250;Fournes-en-Weppes;2126;120;2246;2012;2015;59250;8.37;Commune;59250;Fournes-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;33;339;Leers;9400;67;9467;2012;2015;59339;5.5;Commune;59339;Leers;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;38;386;Marquette-lez-Lille;10226;80;10306;2012;2015;59386;4.81;Commune;59386;Marquette-lez-Lille;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;38;527;Saint-André-lez-Lille;11246;190;11436;2012;2015;59527;3.19;Commune;59527;;;;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;02;051;La Bassée;6421;55;6476;2016;2019;59051;3.56;Commune;59051;La Bassée;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;278;Hallennes-lez-Haubourdin;4249;33;4282;2016;2019;59278;4.43;Commune;59278;Hallennes-lez-Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;37;279;Halluin;20708;149;20857;2016;2019;59279;12.67;Commune;59279;;;;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;04;643;Warneton;225;2;227;2013;2016;59643;4.16;Commune;59643;Warneton;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;36;146;Chéreng;2976;50;3026;2014;2017;59146;4.2;Commune;59146;Chéreng;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;13;367;Lys-lez-Lannoy;13428;148;13576;2014;2017;59367;3.26;Commune;59367;Lys-lez-Lannoy;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;28;208;Escobecques;300;10;310;2015;2018;59208;1.84;Commune;59208;Escobecques;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;25;410;Mons-en-Baroeul;20993;192;21185;2015;2018;59410;2.9;Commune;59410;Mons-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;26;507;Ronchin;18939;118;19057;2015;2018;59507;5.48;Commune;59507;Ronchin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;98;512;Roubaix;96077;570;96647;2015;2018;59512;13.21;Commune;59512;Roubaix;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;553;Santes;5811;56;5867;2015;2018;59553;7.52;Commune;59553;Santes;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;585;Templemars;3318;27;3345;2015;2018;59585;4.61;Commune;59585;Templemars;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;33;247;Forest-sur-Marque;1459;17;1476;2012;2015;59247;1.05;Commune;59247;Forest-sur-Marque;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;317;Houplines;7791;132;7923;2012;2015;59317;11.41;Commune;59317;Houplines;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;36;044;Baisieux;4750;50;4800;2016;2019;59044;8.68;Commune;59044;Baisieux;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;146;Chéreng;2989;43;3032;2016;2019;59146;4.2;Commune;59146;Chéreng;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;317;Houplines;7840;112;7952;2016;2019;59317;11.41;Commune;59317;Houplines;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;343;Lesquin;7912;69;7981;2016;2019;59343;8.52;Commune;59343;Lesquin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;367;Lys-lez-Lannoy;13340;140;13480;2016;2019;59367;3.26;Commune;59367;Lys-lez-Lannoy;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;28;196;Ennetières-en-Weppes;1288;21;1309;2014;2017;59196;10.57;Commune;59196;Ennetières-en-Weppes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;36;256;Fretin;3365;25;3390;2014;2017;59256;13.33;Commune;59256;Fretin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;487;Radinghem-en-Weppes;1358;21;1379;2014;2017;59487;6.77;Commune;59487;;;;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;40;660;Willems;3037;43;3080;2014;2017;59660;5.86;Commune;59660;Willems;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;40;247;Forest-sur-Marque;1465;16;1481;2013;2016;59247;1.05;Commune;59247;Forest-sur-Marque;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;23;368;La Madeleine;22243;252;22495;2013;2016;59368;2.69;Commune;59368;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;22;482;Quesnoy-sur-Deûle;6915;84;6999;2013;2016;59482;14.49;Commune;59482;Quesnoy-sur-Deûle;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;26;507;Ronchin;18570;113;18683;2013;2016;59507;5.48;Commune;59507;Ronchin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;23;527;Saint-André-lez-Lille;11533;178;11711;2013;2016;59527;3.19;Commune;59527;;;;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;22;098;Bousbecque;4908;45;4953;2015;2018;59098;6.46;Commune;59098;Bousbecque;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;163;Croix;21239;296;21535;2015;2018;59163;4.5;Commune;59163;Croix;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;343;Lesquin;7463;66;7529;2015;2018;59343;8.52;Commune;59343;Lesquin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;22;482;Quesnoy-sur-Deûle;6802;57;6859;2015;2018;59482;14.49;Commune;59482;Quesnoy-sur-Deûle;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;23;368;La Madeleine;21533;191;21724;2015;2018;59368;2.69;Commune;59368;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;23;386;Marquette-lez-Lille;10420;70;10490;2015;2018;59386;4.81;Commune;59386;Marquette-lez-Lille;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;02;477;Provin;4194;27;4221;2015;2018;59477;3.33;Commune;59477;Provin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;02;052;Bauvin;5292;59;5351;2014;2017;59052;3.9;Commune;59052;Bauvin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;36;343;Lesquin;7249;64;7313;2014;2017;59343;8.52;Commune;59343;Lesquin;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;477;Provin;4191;28;4219;2014;2017;59477;3.33;Commune;59477;Provin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;36;523;Sainghin-en-Mélantois;2541;55;2596;2014;2017;59523;10.58;Commune;59523;Sainghin-en-Mélantois;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;052;Bauvin;5230;42;5272;2016;2019;59052;3.9;Commune;59052;Bauvin;NORD;HAUTS-DE-FRANCE;245901061;245901061;CC de la Haute Deûle
32;Hauts-de-France;59;5;36;275;Gruson;1204;36;1240;2016;2019;59275;3.13;Commune;59275;Gruson;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;286;Haubourdin;14934;120;15054;2016;2019;59286;5.48;Commune;59286;Haubourdin;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
31;Nord-Pas-de-Calais;59;5;51;173;Deûlémont;1684;21;1705;2012;2015;59173;9.96;Commune;59173;Deûlémont;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;470;Prémesques;2211;16;2227;2012;2015;59470;5.08;Commune;59470;Prémesques;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;13;646;Wasquehal;20990;202;21192;2013;2016;59646;6.9;Commune;59646;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;088;Bois-Grenier;1512;36;1548;2012;2015;59088;7.47;Commune;59088;Bois-Grenier;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
31;Nord-Pas-de-Calais;59;5;20;458;Péronne-en-Mélantois;884;14;898;2012;2015;59458;1.15;Commune;59458;Péronne-en-Mélantois;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;20;523;Sainghin-en-Mélantois;2524;53;2577;2012;2015;59523;10.58;Commune;59523;Sainghin-en-Mélantois;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;13;332;Lannoy;1780;9;1789;2013;2016;59332;0.17;Commune;59332;;;;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;26;346;Lezennes;3173;24;3197;2013;2016;59346;2.14;Commune;59346;Lezennes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;360;Loos;20650;511;21161;2013;2016;59360;6.9;Commune;59360;Loos;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;04;457;Pérenchies;8275;60;8335;2013;2016;59457;3.05;Commune;59457;Pérenchies;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;523;Sainghin-en-Mélantois;2531;54;2585;2013;2016;59523;10.58;Commune;59523;Sainghin-en-Mélantois;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;28;553;Santes;5698;75;5773;2013;2016;59553;7.52;Commune;59553;Santes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
31;Nord-Pas-de-Calais;59;5;02;653;Wavrin;7644;69;7713;2013;2016;59653;13.57;Commune;59653;;;;245900410;245900410;CU de Lille Métropole
32;Hauts-de-France;59;5;22;152;Comines;12326;73;12399;2014;2017;59152;16.07;Commune;59152;Comines;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;670;Don;1338;16;1354;2014;2017;59670;2.29;Commune;59670;Don;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;36;275;Gruson;1144;34;1178;2014;2017;59275;3.13;Commune;59275;Gruson;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;26;346;Lezennes;3136;25;3161;2014;2017;59346;2.14;Commune;59346;Lezennes;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;40;522;Sailly-lez-Lannoy;1692;36;1728;2014;2017;59522;4.46;Commune;59522;Sailly-lez-Lannoy;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;22;356;Lompret;2301;53;2354;2016;2019;59356;3.13;Commune;59356;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;24;378;Marcq-en-Barœul;38805;892;39697;2016;2019;59378;14.01;Commune;59378;Marcq-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;25;410;Mons-en-Barœul;20855;191;21046;2016;2019;59410;2.9;Commune;59410;Mons-en-Barœul;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;437;Noyelles-lès-Seclin;879;13;892;2016;2019;59437;2.42;Commune;59437;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;18;609;Vendeville;1627;23;1650;2016;2019;59609;2.58;Commune;59609;Vendeville;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;646;Wasquehal;20722;261;20983;2016;2019;59646;6.9;Commune;59646;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;013;Anstaing;1404;14;1418;2015;2018;59013;2.3;Commune;59013;Anstaing;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;143;La Chapelle-d'Armentières;8459;92;8551;2015;2018;59143;10.74;Commune;59143;;;;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;36;146;Chéreng;2988;50;3038;2015;2018;59146;4.2;Commune;59146;Chéreng;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;13;299;Hem;19010;196;19206;2015;2018;59299;9.69;Commune;59299;Hem;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;470;Prémesques;2138;22;2160;2016;2019;59470;5.08;Commune;59470;Prémesques;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;40;009;Villeneuve-d'Ascq;62358;727;63085;2016;2019;59009;27.56;Commune;59009;Villeneuve-d'Ascq;NORD;HAUTS-DE-FRANCE;245900410;245900410;Métropole Européenne de Lille
32;Hauts-de-France;59;5;04;143;La Chapelle-d'Armentières;8485;94;8579;2014;2017;59143;10.74;Commune;59143;;;;245900410;245900410;CU Lille Métropole
32;Hauts-de-France;59;5;02;371;Le Maisnil;641;20;661;2014;2017;59371;3.55;Commune;59371;Le Maisnil;NORD;HAUTS-DE-FRANCE;245900816;245900816;CC des Weppes
32;Hauts-de-France;59;5;24;421;Mouvaux;13118;212;13330;2014;2017;59421;4.21;Commune;59421;;;;245900410;245900410;CU Lille Métropole
31;Nord-Pas-de-Calais;59;5;36;013;Anstaing;1347;15;1362;2013;2016;59013;2.3;Commune;59013;Anstaing;NORD;HAUTS-DE-FRANCE;245900410;245900410;CU de Lille Métropole
